TP (%),RPM,Lambda (AFR)
3.425,7703.51,11.61
3.431,7699.51,11.59
3.437,7695.55,11.58
3.442,7691.62,11.56
3.447,7687.71,11.55
3.452,7683.83,11.54
3.457,7679.77,11.52
3.462,7675.77,11.51
3.467,7672.03,11.5
3.471,7668.32,11.49
3.476,7664.63,11.48
3.48,7661.01,11.47
3.484,7657.41,11.46
3.488,7653.85,11.45
3.492,7650.33,11.44
3.496,7646.87,11.43
3.5,7643.45,11.42
3.505,7640.08,11.41
3.509,7636.56,11.4
3.513,7633.07,11.39
3.517,7629.8,11.39
3.521,7626.56,11.38
3.525,7623.35,11.37
3.529,7620.18,11.36
3.532,7617.04,11.36
3.536,7613.92,11.35
3.54,7610.83,11.34
3.543,7607.75,11.33
3.547,7604.69,11.33
3.55,7601.63,11.32
3.554,7598.43,11.31
3.557,7595.42,11.31
3.56,7592.41,11.3
3.563,7589.4,11.3
3.565,7586.4,11.29
3.568,7583.4,11.29
3.57,7580.39,11.29
3.572,7577.37,11.28
3.573,7574.36,11.28
3.574,7571.35,11.27
2.054,7182.13,12.56
2.055,7178.64,12.56
2.057,7175.17,12.55
2.06,7171.7,12.55
2.065,7168.23,12.55
2.072,7164.77,12.55
2.08,7161.29,12.55
2.092,7157.8,12.54
2.105,7154.3,12.54
2.123,7150.79,12.54
2.143,7147.29,12.54
2.168,7143.8,12.54
2.195,7140.31,12.54
2.228,7137.02,12.54
2.263,7133.53,12.53
2.305,7130.05,12.53
2.348,7126.55,12.53
2.397,7123.04,12.52
2.447,7119.54,12.52
2.501,7116.05,12.51
2.556,7112.56,12.5
2.614,7109.08,12.49
2.672,7105.59,12.48
2.732,7102.1,12.46
2.791,7098.6,12.45
2.848,7095.28,12.43
2.905,7091.76,12.41
2.959,7088.46,12.39
3.013,7084.97,12.36
3.065,7081.48,12.34
3.115,7077.99,12.31
3.162,7074.52,12.29
3.207,7071.04,12.26
3.249,7067.56,12.23
3.285,7064.29,12.2
3.32,7060.84,12.17
3.351,7057.62,12.14
3.38,7054.21,12.11
3.404,7051.02,12.08
3.429,7047.66,12.05
3.448,7044.51,12.02
3.468,7041.18,11.99
3.483,7038.06,11.96
3.499,7034.77,11.93
3.51,7031.52,11.9
3.522,7028.28,11.88
3.53,7025.07,11.85
3.539,7021.89,11.82
3.544,7018.74,11.8
3.548,7015.77,11.78
3.551,7012.66,11.75
3.553,7009.74,11.73
3.554,7006.68,11.71
3.555,7003.82,11.7
2.524,6885.87,12.33
2.529,6882.45,12.37
2.538,6878.75,12.42
2.548,6875.14,12.45
2.561,6871.31,12.49
2.573,6867.54,12.53
2.587,6863.67,12.56
2.601,6859.76,12.6
2.615,6855.72,12.63
2.629,6851.62,12.66
2.644,6847.49,12.68
2.66,6843.03,12.71
2.674,6838.7,12.73
2.69,6834.12,12.76
2.706,6829.63,12.78
2.721,6825.09,12.79
2.736,6820.5,12.81
2.751,6815.87,12.83
2.767,6811.18,12.84
2.782,6806.48,12.85
2.798,6801.48,12.86
2.813,6796.67,12.87
2.828,6791.81,12.87
2.843,6786.94,12.87
2.858,6782.02,12.88
2.873,6777.05,12.88
2.888,6772.09,12.87
2.903,6767.13,12.87
2.918,6762.14,12.87
2.932,6757.16,12.86
2.946,6752.17,12.85
2.961,6747.15,12.84
2.975,6742.11,12.83
2.989,6737.05,12.82
3.004,6731.97,12.81
3.017,6727.24,12.79
3.031,6722.22,12.78
3.045,6717.2,12.76
3.06,6712.21,12.75
3.074,6707.24,12.73
3.088,6702.26,12.71
3.103,6697.26,12.69
3.117,6692.31,12.67
3.131,6687.66,12.65
3.145,6682.76,12.62
3.16,6677.9,12.6
3.174,6673.39,12.58
3.188,6668.57,12.55
3.203,6663.79,12.52
3.218,6659.34,12.5
3.233,6654.6,12.47
3.248,6649.9,12.44
3.263,6645.53,12.41
3.278,6640.93,12.38
3.294,6636.39,12.35
3.309,6632.18,12.32
3.325,6627.73,12.29
3.342,6623.35,12.25
3.357,6619.3,12.22
3.374,6614.99,12.19
3.392,6610.72,12.15
3.408,6606.76,12.12
3.426,6602.87,12.08
3.444,6598.77,12.04
3.462,6594.97,12.01
3.48,6591.21,11.97
3.5,6587.25,11.93
3.521,6583.32,11.89
3.54,6579.67,11.86
3.562,6575.82,11.82
3.584,6572.02,11.78
3.606,6568.52,11.74
3.629,6564.83,11.7
3.653,6561.19,11.66
3.677,6557.81,11.62
3.701,6554.45,11.58
3.727,6550.9,11.54
3.752,6547.57,11.5
3.778,6544.27,11.46
3.805,6540.98,11.42
3.833,6537.51,11.38
3.861,6534.27,11.33
3.89,6531.04,11.29
3.92,6527.63,11.25
3.952,6524.22,11.2
3.982,6521.02,11.16
4.013,6517.83,11.12
4.047,6514.45,11.07
4.079,6511.28,11.03
4.112,6508.14,10.99
4.148,6504.83,10.94
4.184,6501.55,10.9
4.219,6498.49,10.85
4.255,6495.47,10.81
4.293,6492.27,10.77
4.329,6489.28,10.73
4.367,6486.32,10.69
4.405,6483.4,10.65
4.443,6480.5,10.61
4.482,6477.66,10.57
4.521,6474.84,10.53
4.561,6472.06,10.5
4.604,6469.12,10.46
4.647,6466.22,10.43
4.688,6463.52,10.39
4.73,6460.85,10.36
4.772,6458.22,10.33
4.814,6455.61,10.31
4.857,6453.06,10.28
4.9,6450.55,10.26
4.943,6448.07,10.24
4.989,6445.45,10.22
5.033,6443.04,10.2
5.077,6440.64,10.18
5.121,6438.28,10.17
5.168,6435.79,10.16
5.212,6433.51,10.15
5.256,6431.26,10.14
5.3,6429.07,10.14
5.347,6426.76,10.14
5.391,6424.65,10.14
5.434,6422.57,10.14
5.478,6420.54,10.15
5.521,6418.54,10.15
5.565,6416.59,10.16
5.608,6414.68,10.17
5.651,6412.83,10.19
5.693,6411.02,10.2
5.735,6409.27,10.22
5.776,6407.57,10.23
5.818,6405.91,10.25
5.859,6404.3,10.27
5.899,6402.73,10.29
5.94,6401.2,10.32
5.98,6399.73,10.34
6.019,6398.29,10.37
6.058,6396.9,10.4
6.097,6395.55,10.42
6.138,6394.14,10.45
6.176,6392.87,10.48
6.213,6391.64,10.51
6.251,6390.44,10.54
6.287,6389.27,10.58
6.324,6388.1,10.61
6.36,6387,10.64
6.396,6385.93,10.67
6.431,6384.89,10.71
6.466,6383.89,10.74
6.5,6382.93,10.77
6.534,6381.99,10.81
6.568,6381.08,10.84
6.601,6380.21,10.87
6.634,6379.35,10.9
6.667,6378.53,10.93
6.699,6377.74,10.96
6.731,6376.98,10.99
6.762,6376.25,11.02
6.793,6375.54,11.04
6.823,6374.86,11.07
6.853,6374.2,11.09
6.882,6373.56,11.12
6.911,6372.94,11.14
6.94,6372.35,11.16
6.968,6371.78,11.18
6.996,6371.25,11.2
7.023,6370.75,11.22
7.05,6370.27,11.24
7.076,6369.83,11.25
7.102,6369.4,11.27
7.128,6369.01,11.28
7.153,6368.64,11.29
7.178,6368.31,11.31
7.203,6368,11.32
7.227,6367.73,11.32
7.251,6367.49,11.33
7.274,6367.28,11.34
7.298,6367.08,11.34
7.321,6366.91,11.35
7.343,6366.75,11.35
7.366,6366.61,11.35
7.388,6366.49,11.35
7.41,6366.39,11.35
7.432,6366.3,11.35
7.454,6366.22,11.35
7.475,6366.17,11.35
7.497,6366.12,11.35
7.518,6366.09,11.34
7.539,6366.07,11.34
7.558,6366.08,11.34
7.579,6366.1,11.33
7.6,6366.14,11.33
7.621,6366.2,11.32
7.642,6366.29,11.32
7.662,6366.38,11.31
7.683,6366.52,11.3
7.703,6366.67,11.3
7.723,6366.86,11.29
7.744,6367.06,11.28
7.764,6367.32,11.27
7.784,6367.59,11.27
7.805,6367.89,11.26
7.825,6368.22,11.25
7.845,6368.58,11.24
7.865,6368.96,11.24
7.885,6369.37,11.23
7.905,6369.81,11.22
7.925,6370.26,11.21
7.945,6370.75,11.21
7.965,6371.25,11.2
7.985,6371.77,11.19
8.004,6372.31,11.18
8.024,6372.87,11.17
8.044,6373.44,11.17
8.063,6374.03,11.16
8.082,6374.62,11.15
8.101,6375.23,11.15
8.121,6375.86,11.14
8.14,6376.5,11.13
8.159,6377.15,11.12
8.178,6377.83,11.12
8.196,6378.51,11.11
8.215,6379.21,11.11
8.234,6379.92,11.1
8.252,6380.64,11.09
8.27,6381.38,11.09
8.288,6382.13,11.08
8.306,6382.89,11.07
8.324,6383.67,11.07
8.341,6384.46,11.06
8.359,6385.27,11.06
8.376,6386.09,11.05
8.392,6386.93,11.05
8.409,6387.77,11.04
8.427,6388.68,11.04
8.443,6389.54,11.03
8.459,6390.42,11.03
8.474,6391.3,11.02
8.49,6392.2,11.02
8.504,6393.05,11.01
8.518,6393.96,11.01
8.533,6394.88,11
8.547,6395.8,11
8.561,6396.73,11
8.575,6397.71,10.99
8.589,6398.64,10.99
8.602,6399.57,10.99
8.616,6400.51,10.98
8.629,6401.45,10.98
8.641,6402.4,10.98
8.654,6403.35,10.98
8.667,6404.29,10.97
8.68,6405.25,10.97
8.693,6406.26,10.97
8.706,6407.22,10.97
8.719,6408.17,10.97
8.732,6409.14,10.97
8.746,6410.11,10.96
8.76,6411.09,10.96
8.774,6412.06,10.96
8.789,6413.05,10.96
8.804,6414.04,10.96
8.821,6415.1,10.96
8.837,6416.11,10.96
8.855,6417.13,10.96
8.873,6418.17,10.95
8.892,6419.22,10.95
8.912,6420.29,10.95
8.934,6421.37,10.95
8.956,6422.47,10.95
8.979,6423.58,10.95
9.005,6424.77,10.95
9.031,6425.9,10.95
9.057,6427.05,10.95
9.085,6428.22,10.95
9.115,6429.4,10.95
9.146,6430.6,10.95
9.178,6431.81,10.95
9.211,6433.01,10.95
9.245,6434.23,10.95
9.282,6435.51,10.95
9.319,6436.72,10.95
9.357,6437.94,10.95
9.396,6439.17,10.96
9.439,6440.47,10.96
9.48,6441.7,10.96
9.523,6442.93,10.96
9.567,6444.17,10.96
9.613,6445.47,10.96
9.659,6446.69,10.96
9.706,6447.92,10.97
9.753,6449.15,10.97
9.801,6450.39,10.97
9.85,6451.64,10.97
9.9,6452.9,10.97
9.95,6454.17,10.98
10,6455.44,10.98
10.055,6456.81,10.98
10.106,6458.1,10.98
10.158,6459.41,10.98
10.21,6460.72,10.99
10.265,6462.13,10.99
10.318,6463.48,10.99
10.371,6464.84,10.99
10.423,6466.22,11
10.479,6467.69,11
10.532,6469.09,11
10.584,6470.49,11
10.636,6471.91,11.01
10.69,6473.42,11.01
10.741,6474.85,11.01
10.791,6476.3,11.01
10.841,6477.77,11.02
10.894,6479.35,11.02
10.942,6480.85,11.02
10.989,6482.36,11.02
11.039,6483.97,11.03
11.087,6485.59,11.03
11.131,6487.13,11.03
11.173,6488.68,11.03
11.216,6490.33,11.04
11.253,6491.9,11.04
11.287,6493.49,11.04
11.318,6495.09,11.04
11.347,6496.78,11.04
11.366,6498.38,11.04
11.38,6499.99,11.05
11.388,6501.6,11.05
5.972,6591.67,11.33
5.983,6592.25,11.33
6.003,6592.81,11.33
6.034,6593.32,11.33
6.072,6593.75,11.33
6.122,6594.16,11.33
6.183,6594.53,11.33
6.25,6594.84,11.33
6.331,6595.13,11.33
6.423,6595.39,11.33
6.519,6595.61,11.33
6.627,6595.79,11.33
6.749,6595.99,11.33
6.871,6596.15,11.33
7.002,6596.29,11.33
7.148,6596.44,11.33
7.3,6596.57,11.34
7.45,6596.67,11.34
7.613,6596.77,11.34
7.782,6596.87,11.34
7.943,6596.95,11.34
8.117,6597.03,11.34
8.293,6597.12,11.34
8.456,6597.21,11.34
8.629,6597.3,11.34
8.803,6597.39,11.34
8.961,6597.5,11.34
9.117,6597.62,11.34
9.284,6597.73,11.34
9.435,6597.87,11.34
9.583,6598.03,11.34
9.74,6598.18,11.34
9.89,6598.38,11.33
10.025,6598.61,11.33
10.168,6598.84,11.33
10.304,6599.12,11.33
10.426,6599.44,11.33
10.545,6599.77,11.33
10.666,6600.16,11.33
10.775,6600.6,11.33
10.879,6601.06,11.33
10.985,6601.59,11.33
11.086,6602.18,11.33
11.178,6602.78,11.34
11.27,6603.48,11.34
11.359,6604.23,11.35
11.439,6605,11.35
11.522,6605.87,11.36
11.602,6606.8,11.37
11.674,6607.76,11.38
11.749,6608.81,11.39
11.822,6609.9,11.4
11.888,6611,11.41
11.957,6612.2,11.43
12.025,6613.42,11.44
12.087,6614.66,11.45
12.151,6616,11.47
12.214,6617.37,11.48
12.27,6618.73,11.5
12.329,6620.2,11.51
12.386,6621.7,11.52
12.436,6623.15,11.54
12.489,6624.72,11.55
12.539,6626.31,11.56
12.584,6627.84,11.57
12.631,6629.49,11.58
12.676,6631.17,11.59
12.714,6632.78,11.6
12.754,6634.5,11.61
12.792,6636.24,11.62
12.824,6637.89,11.63
12.858,6639.65,11.64
12.889,6641.43,11.64
12.916,6643.11,11.65
12.943,6644.92,11.66
12.969,6646.75,11.66
12.99,6648.48,11.67
13.012,6650.33,11.68
13.032,6652.19,11.68
13.048,6653.97,11.69
13.065,6655.85,11.69
13.08,6657.75,11.7
13.093,6659.56,11.7
13.106,6661.49,11.7
13.118,6663.44,11.71
13.127,6665.3,11.71
13.137,6667.26,11.71
13.145,6669.25,11.72
13.152,6671.12,11.72
13.159,6673.11,11.72
13.164,6675.1,11.72
13.169,6677,11.72
13.173,6679,11.73
13.177,6681.02,11.73
13.18,6683.04,11.73
13.182,6685.05,11.73
13.184,6687.06,11.73
13.186,6689.07,11.73
13.187,6691.07,11.73
13.188,6692.95,11.73
13.189,6694.96,11.74
13.19,6696.96,11.74
13.191,6700.86,11.74
13.192,6702.86,11.74
13.193,6706.88,11.74
13.194,6710.93,11.74
13.195,6714.9,11.74
13.196,6716.96,11.74
13.197,6719.02,11.74
13.198,6723.16,11.74
13.199,6725.23,11.74
13.201,6727.31,11.74
13.202,6729.4,11.74
13.203,6731.38,11.74
13.204,6733.5,11.74
13.205,6735.62,11.74
13.206,6737.73,11.74
13.208,6739.85,11.74
13.209,6741.96,11.74
13.21,6744.08,11.74
13.211,6746.18,11.74
13.212,6748.29,11.74
13.214,6750.4,11.74
13.215,6752.51,11.74
13.216,6754.61,11.74
13.217,6756.7,11.74
13.218,6758.78,11.74
13.219,6760.85,11.74
13.22,6762.91,11.74
13.221,6766.98,11.74
13.222,6769.01,11.74
13.223,6773.07,11.74
13.209,6906.67,11.8
13.21,6914.85,11.8
13.211,6925.05,11.8
13.212,6982.94,11.82
13.213,6988.74,11.82
13.214,6992.63,11.83
13.215,6994.61,11.83
13.216,6996.49,11.83
13.217,6998.46,11.83
13.218,7000.32,11.83
13.22,7002.27,11.83
13.222,7004.1,11.83
13.224,7006.04,11.83
13.226,7007.86,11.83
13.229,7009.79,11.83
13.231,7011.61,11.83
13.234,7013.54,11.83
13.238,7015.38,11.83
13.241,7017.33,11.83
13.245,7019.18,11.83
13.25,7021.14,11.83
13.254,7023.1,11.83
13.259,7025.08,11.83
13.264,7027.07,11.83
13.27,7029.08,11.83
13.276,7031.1,11.83
13.282,7033.03,11.83
13.288,7035.08,11.83
13.295,7037.01,11.83
13.302,7039.07,11.83
13.309,7041.02,11.83
13.317,7043.11,11.83
13.324,7045.09,11.83
13.333,7047.2,11.83
13.341,7049.21,11.83
13.35,7051.33,11.83
13.359,7053.45,11.83
13.368,7055.57,11.83
13.378,7057.68,11.83
13.388,7059.8,11.83
13.398,7061.91,11.83
13.408,7063.9,11.83
13.419,7066.02,11.83
13.43,7068.01,11.83
13.441,7070.12,11.83
13.453,7072.22,11.83
13.465,7074.32,11.83
13.477,7076.41,11.83
13.489,7078.5,11.83
13.502,7080.59,11.83
13.514,7082.57,11.83
13.527,7084.65,11.83
13.54,7086.62,11.83
13.553,7088.7,11.83
13.566,7090.78,11.83
13.579,7092.84,11.83
13.593,7094.91,11.83
13.606,7096.98,11.83
13.619,7099.05,11.83
13.632,7101,11.83
13.645,7103.07,11.83
13.657,7105.01,11.83
13.67,7107.06,11.83
13.683,7109.11,11.83
13.695,7111.16,11.83
13.708,7113.2,11.83
13.719,7115.24,11.83
13.731,7117.3,11.83
13.742,7119.35,11.83
13.753,7121.4,11.83
13.763,7123.44,11.83
13.771,7125.48,11.83
13.777,7127.53,11.83
13.781,7129.46,11.83
13.782,7131.51,11.83
5.468,7239.52,11.41
5.474,7239.74,11.39
5.488,7239.93,11.36
5.522,7239.99,11.34
5.562,7240,11.32
5.614,7239.96,11.29
5.676,7239.85,11.27
5.749,7239.69,11.25
5.832,7239.47,11.23
5.924,7239.21,11.21
6.029,7238.91,11.19
6.14,7238.55,11.17
6.256,7238.17,11.16
6.385,7237.75,11.14
6.513,7237.31,11.12
6.646,7236.84,11.11
6.781,7236.36,11.09
6.919,7235.86,11.08
7.058,7235.36,11.06
7.197,7234.85,11.05
7.337,7234.34,11.04
7.485,7233.8,11.02
7.623,7233.3,11.01
7.76,7232.8,11
7.904,7232.28,10.99
8.038,7231.79,10.97
8.17,7231.32,10.96
8.3,7230.86,10.95
8.428,7230.41,10.94
8.554,7229.98,10.93
8.676,7229.59,10.92
8.796,7229.21,10.92
8.92,7228.82,10.91
9.032,7228.51,10.9
9.143,7228.22,10.9
9.25,7227.96,10.89
9.354,7227.76,10.89
9.456,7227.56,10.88
9.555,7227.4,10.88
9.65,7227.28,10.88
9.743,7227.21,10.88
9.833,7227.18,10.89
9.92,7227.2,10.89
10.005,7227.27,10.9
10.087,7227.4,10.9
10.173,7227.54,10.91
10.251,7227.75,10.92
10.326,7228.01,10.93
10.405,7228.3,10.95
10.477,7228.64,10.96
10.548,7229.04,10.97
10.616,7229.47,10.99
10.684,7229.93,11
10.751,7230.46,11.02
10.816,7231.01,11.03
10.88,7231.6,11.05
10.946,7232.28,11.07
11.007,7232.98,11.08
11.067,7233.72,11.1
11.126,7234.53,11.11
11.184,7235.37,11.12
11.241,7236.25,11.14
11.297,7237.19,11.15
11.352,7238.14,11.16
11.41,7239.18,11.17
11.463,7240.2,11.18
11.515,7241.25,11.19
11.569,7242.37,11.2
11.62,7243.46,11.21
11.67,7244.57,11.22
11.719,7245.69,11.23
11.767,7246.82,11.23
11.815,7247.96,11.24
11.861,7249.11,11.25
11.907,7250.28,11.25
11.955,7251.51,11.26
11.999,7252.7,11.26
12.043,7253.9,11.27
12.088,7255.18,11.27
12.131,7256.4,11.28
12.172,7257.62,11.28
12.215,7258.91,11.29
12.255,7260.15,11.29
12.294,7261.41,11.29
12.333,7262.67,11.29
12.371,7263.95,11.3
12.408,7265.24,11.3
12.445,7266.55,11.3
12.481,7267.85,11.3
12.519,7269.23,11.3
12.554,7270.55,11.31
12.588,7271.88,11.31
12.624,7273.29,11.31
12.656,7274.64,11.31
12.689,7276.01,11.31
12.723,7277.45,11.31
12.754,7278.83,11.31
12.785,7280.22,11.31
12.816,7281.69,11.31
12.846,7283.11,11.32
12.875,7284.54,11.32
12.905,7286.06,11.32
12.933,7287.53,11.32
12.961,7289,11.32
12.989,7290.55,11.32
13.016,7292.03,11.32
13.042,7293.52,11.33
13.069,7295.1,11.33
13.094,7296.61,11.33
13.119,7298.14,11.33
13.145,7299.76,11.34
13.169,7301.3,11.34
13.192,7302.86,11.34
13.217,7304.49,11.35
13.239,7306.05,11.35
13.262,7307.61,11.35
13.285,7309.26,11.36
13.307,7310.83,11.36
13.328,7312.41,11.36
13.351,7314.08,11.37
13.371,7315.66,11.37
13.391,7317.24,11.37
13.412,7318.9,11.38
13.432,7320.49,11.38
13.451,7322.08,11.39
13.471,7323.76,11.39
13.489,7325.37,11.4
13.507,7326.99,11.4
13.527,7328.7,11.41
13.544,7330.31,11.41
13.561,7331.94,11.41
13.578,7333.65,11.42
13.596,7335.38,11.42
13.611,7337.03,11.43
13.628,7338.78,11.43
13.644,7340.55,11.44
13.659,7342.24,11.44
13.674,7343.94,11.45
13.689,7345.74,11.45
13.702,7347.45,11.46
13.716,7349.18,11.46
13.73,7351.01,11.47
13.742,7352.75,11.47
13.755,7354.5,11.48
13.768,7356.35,11.48
13.78,7358.1,11.49
13.792,7359.84,11.49
13.804,7361.67,11.5
13.816,7363.5,11.5
13.827,7365.24,11.51
13.838,7367.08,11.51
13.85,7368.92,11.52
13.86,7370.67,11.52
13.87,7372.42,11.53
13.881,7374.26,11.53
13.891,7376.1,11.54
13.9,7377.85,11.54
13.91,7379.69,11.54
13.92,7381.54,11.55
13.929,7383.3,11.55
13.937,7385.06,11.56
13.946,7386.91,11.56
13.955,7388.65,11.56
13.963,7390.4,11.57
13.971,7392.25,11.57
13.979,7394.09,11.57
13.987,7395.84,11.58
13.995,7397.7,11.58
14.003,7399.55,11.58
14.01,7401.31,11.59
14.017,7403.06,11.59
14.024,7404.92,11.59
14.031,7406.78,11.59
14.037,7408.55,11.6
14.044,7410.42,11.6
14.051,7412.3,11.6
14.058,7414.18,11.6
14.064,7415.96,11.61
14.07,7417.84,11.61
14.077,7419.73,11.61
14.083,7421.5,11.61
14.088,7423.28,11.62
14.095,7425.16,11.62
14.101,7427.04,11.62
14.106,7428.81,11.63
14.112,7430.67,11.63
14.118,7432.52,11.63
14.124,7434.36,11.63
14.129,7436.1,11.64
14.134,7437.93,11.64
14.14,7439.76,11.64
14.145,7441.59,11.65
14.15,7443.32,11.65
14.155,7445.14,11.65
14.159,7446.95,11.66
14.164,7448.75,11.66
14.168,7450.46,11.66
14.172,7452.26,11.67
14.176,7454.06,11.67
14.18,7455.87,11.67
14.183,7457.59,11.68
14.187,7459.4,11.68
14.19,7461.21,11.68
14.193,7463.03,11.69
14.196,7464.76,11.69
14.199,7466.59,11.7
14.202,7468.42,11.7
14.204,7470.27,11.7
14.206,7472.04,11.71
14.208,7473.9,11.71
14.21,7475.77,11.71
14.212,7477.64,11.72
14.214,7479.42,11.72
14.215,7481.3,11.72
14.217,7483.18,11.72
14.218,7485.08,11.73
14.22,7486.88,11.73
14.221,7488.77,11.73
14.222,7490.65,11.74
14.223,7492.53,11.74
14.224,7494.3,11.74
14.225,7496.17,11.74
14.226,7499.9,11.75
14.227,7501.66,11.75
14.228,7505.37,11.76
14.229,7507.22,11.76
14.23,7512.72,11.77
14.231,7516.4,11.77
14.232,7521.94,11.77
14.233,7525.66,11.78
14.234,7531.19,11.78
14.235,7534.96,11.78
14.236,7538.74,11.79
14.237,7542.53,11.79
14.238,7544.33,11.79
14.239,7548.15,11.79
14.24,7551.94,11.79
14.241,7553.84,11.79
14.242,7555.73,11.79
14.243,7559.51,11.79
14.244,7561.39,11.79
14.245,7563.27,11.79
14.246,7566.98,11.79
14.247,7568.84,11.79
14.248,7570.69,11.79
14.249,7572.54,11.79
14.25,7574.4,11.79
14.251,7576.25,11.79
14.252,7578.11,11.79
14.253,7579.96,11.79
14.254,7581.91,11.79
14.255,7583.76,11.79
14.256,7585.61,11.79
14.257,7587.47,11.79
14.258,7589.34,11.79
14.26,7591.22,11.79
14.261,7593.1,11.79
14.262,7594.98,11.79
14.263,7596.85,11.79
14.264,7600.6,11.79
14.265,7602.49,11.79
14.266,7604.37,11.79
14.267,7606.27,11.79
14.268,7610.03,11.79
14.269,7612,11.79
14.27,7615.75,11.79
14.271,7619.52,11.79
14.272,7623.36,11.8
14.273,7628.95,11.8
14.274,7634.59,11.8
14.275,7641.86,11.8
14.276,7647.33,11.81
14.277,7652.68,11.81
14.278,7659.96,11.82
14.279,7668.91,11.83
14.28,7706.7,11.89
14.281,7712.14,11.89
14.282,7715.65,11.9
14.283,7719.19,11.91
14.284,7722.91,11.91
14.285,7726.62,11.92
14.286,7730.13,11.92
14.287,7733.65,11.93
14.288,7737.26,11.94
14.289,7742.81,11.94
14.29,7757.26,11.96
14.291,7764.4,11.96
14.292,7769.72,11.97
14.293,7773.38,11.97
14.294,7777.02,11.97
14.295,7780.55,11.97
14.296,7783.96,11.97
14.297,7787.37,11.97
14.298,7789.17,11.97
14.299,7792.75,11.97
14.3,7796.33,11.97
14.301,7798.12,11.97
14.302,7801.56,11.98
14.303,7803.27,11.98
14.304,7806.71,11.98
14.305,7810.34,11.98
14.306,7817.62,11.98
14.307,7828.33,11.99
14.308,7842.34,12
14.309,7854.68,12.01
14.31,7863.16,12.02
14.311,7868.42,12.03
14.312,7873.68,12.03
14.313,7878.96,12.04
14.314,7882.51,12.04
14.315,7886.05,12.04
14.316,7887.83,12.04
14.317,7891.36,12.04
14.318,7893.14,12.04
14.32,7894.91,12.04
14.321,7896.67,12.04
14.322,7898.43,12.05
14.324,7900.1,12.05
14.326,7901.76,12.05
14.328,7903.41,12.05
14.33,7905.06,12.04
14.332,7906.72,12.04
14.335,7908.46,12.04
14.337,7910.2,12.04
14.34,7911.94,12.04
14.343,7913.69,12.04
14.346,7915.44,12.04
14.35,7917.19,12.04
14.353,7918.94,12.04
14.357,7920.7,12.04
14.361,7922.46,12.04
14.364,7924.22,12.04
14.368,7925.97,12.04
14.372,7927.72,12.03
14.376,7929.46,12.03
14.38,7931.21,12.03
14.384,7932.96,12.03
14.389,7934.72,12.03
14.393,7936.47,12.03
14.397,7938.23,12.02
14.401,7939.97,12.02
14.405,7941.73,12.02
14.409,7943.49,12.02
14.413,7945.25,12.02
14.417,7947.01,12.01
14.421,7948.77,12.01
14.424,7950.53,12.01
14.428,7952.28,12.01
14.432,7954.05,12.01
14.435,7955.8,12
14.439,7957.56,12
14.443,7959.33,12
14.446,7961.11,12
14.45,7962.88,12
14.453,7964.65,12
14.457,7966.42,11.99
14.46,7968.19,11.99
14.463,7969.95,11.99
14.467,7971.72,11.99
14.47,7973.5,11.99
14.473,7975.28,11.99
14.476,7977.06,11.99
14.479,7978.84,11.99
14.482,7980.62,11.99
14.485,7982.41,11.99
14.487,7984.2,11.98
14.49,7986.01,11.98
14.493,7987.81,11.98
14.495,7989.61,11.98
14.498,7991.41,11.98
14.5,7993.2,11.98
14.502,7995,11.98
14.505,7996.79,11.98
14.507,7998.58,11.98
14.509,8000.39,11.98
14.51,8002.2,11.98
14.512,8004,11.97
14.514,8005.79,11.97
14.515,8007.59,11.97
14.517,8009.38,11.97
14.518,8011.17,11.97
14.519,8012.98,11.97
14.52,8014.79,11.97
14.521,8016.6,11.97
14.522,8018.41,11.97
14.523,8020.31,11.97
14.524,8022.21,11.97
14.525,8026.02,11.96
14.526,8031.59,11.96
14.509,8129.23,11.89
14.51,8134.57,11.88
14.511,8138.15,11.87
14.512,8139.92,11.86
14.513,8143.66,11.86
1.946,7948.73,12.18
1.947,7942.07,12.18
1.948,7938.75,12.18
1.949,7932.06,12.18
1.95,7928.72,12.18
1.951,7925.39,12.18
1.952,7922.06,12.18
1.953,7918.72,12.18
1.954,7915.39,12.18
1.955,7912.06,12.18
1.956,7908.72,12.18
1.957,7905.37,12.18
1.958,7902.04,12.18
1.959,7898.71,12.19
1.96,7895.39,12.19
1.961,7892.07,12.19
1.962,7888.77,12.19
1.963,7885.46,12.19
1.964,7882.15,12.19
1.965,7878.84,12.19
1.966,7872.28,12.19
1.967,7868.99,12.2
1.968,7865.85,12.2
1.969,7862.72,12.2
1.97,7856.41,12.2
1.971,7853.26,12.2
1.972,7846.66,12.21
1.973,7843.35,12.21
1.974,7840.04,12.21
1.975,7833.4,12.22
1.976,7830.07,12.22
1.977,7826.76,12.23
1.978,7823.45,12.23
1.979,7820.14,12.23
1.981,7816.83,12.23
1.982,7813.69,12.24
1.983,7810.54,12.24
1.984,7807.37,12.24
1.986,7804.19,12.24
1.987,7801.03,12.25
1.988,7797.71,12.25
1.99,7794.39,12.25
1.991,7791.06,12.26
1.992,7787.74,12.26
1.994,7784.39,12.26
1.995,7781.04,12.26
1.996,7777.85,12.27
1.997,7774.68,12.27
1.998,7771.51,12.27
2,7768.34,12.27
2.001,7765.16,12.28
2.002,7761.82,12.28
2.003,7758.46,12.28
2.005,7755.09,12.28
2.006,7751.75,12.29
2.007,7748.42,12.29
2.008,7745.24,12.29
2.01,7742.07,12.29
